shipment_id,origin_port_id,destination_port_id,carrier_id,departure_date,scheduled_arrival,actual_arrival,cost_usd,status,delay_days,is_on_time,transit_days,departure_month,departure_year,carrier_name,carrier_type,rating,carrier_country,origin_port_name,origin_region,origin_congestion,origin_congestion_level,dest_port_name,dest_region,dest_congestion,dest_congestion_level,origin_weather_severity,origin_wind_kmh,route
SHP00256,P007,P006,C007,2023-04-05,2023-05-01,2023-05-01,4442.94,Delivered,0.0,True,26.0,2023-04,2023,DB Schenker,Rail,4.2,Germany,Busan,Asia Pacific,0.78,High,Hamburg,Europe,0.62,Medium,0.0,10.2,Busan → Hamburg
SHP00257,P009,P003,C006,2022-05-02,2022-05-13,2022-05-13,3523.63,Delivered,0.0,True,11.0,2022-05,2022,FedEx Freight,Air,4.6,USA,New York / NJ,North America,0.8,High,Rotterdam,Europe,0.68,Medium,0.0,22.8,New York / NJ → Rotterdam
SHP00258,P001,P006,C008,2023-11-21,2023-12-19,2023-12-19,5993.09,Delivered,0.0,True,28.0,2023-11,2023,Kuehne+Nagel,Multi,4.4,Switzerland,Shanghai,Asia Pacific,0.92,Critical,Hamburg,Europe,0.62,Medium,0.0,22.8,Shanghai → Hamburg
SHP00259,P008,P006,C003,2022-10-10,2022-10-23,2022-10-23,3641.22,Delivered,0.0,True,13.0,2022-10,2022,CMA CGM,Ocean,4.1,France,Antwerp,Europe,0.65,Medium,Hamburg,Europe,0.62,Medium,1.0,15.8,Antwerp → Hamburg
SHP00260,P001,P005,C004,2022-03-10,2022-03-18,2022-03-18,2579.39,Delivered,0.0,True,8.0,2022-03,2022,Evergreen Marine,Ocean,3.8,Taiwan,Shanghai,Asia Pacific,0.92,Critical,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Shanghai → Dubai (Jebel Ali)
SHP00261,P001,P005,C001,2023-02-16,2023-02-27,2023-02-27,1929.7,Delivered,0.0,True,11.0,2023-02,2023,Maersk Line,Ocean,4.5,Denmark,Shanghai,Asia Pacific,0.92,Critical,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,10.7,Shanghai → Dubai (Jebel Ali)
SHP00262,P005,P004,C010,2022-11-23,2022-12-16,2022-12-22,5363.01,Delayed,6.0,False,29.0,2022-11,2022,COSCO Shipping,Ocean,3.6,China,Dubai (Jebel Ali),Middle East,0.74,Medium,Los Angeles,North America,0.85,Critical,0.0,22.8,Dubai (Jebel Ali) → Los Angeles
SHP00263,P009,P004,C007,2022-11-04,2022-11-18,2022-11-20,4104.53,Delayed,2.0,False,16.0,2022-11,2022,DB Schenker,Rail,4.2,Germany,New York / NJ,North America,0.8,High,Los Angeles,North America,0.85,Critical,0.0,22.8,New York / NJ → Los Angeles
SHP00264,P007,P010,C008,2022-02-18,2022-02-25,2022-02-25,713.26,Delivered,0.0,True,7.0,2022-02,2022,Kuehne+Nagel,Multi,4.4,Switzerland,Busan,Asia Pacific,0.78,High,Colombo,South Asia,0.55,Low,0.0,16.9,Busan → Colombo
SHP00265,P006,P008,C007,2022-06-02,2022-06-16,2022-06-16,2056.75,Delivered,0.0,True,14.0,2022-06,2022,DB Schenker,Rail,4.2,Germany,Hamburg,Europe,0.62,Medium,Antwerp,Europe,0.65,Medium,0.0,22.8,Hamburg → Antwerp
SHP00266,P012,P003,C008,2022-03-01,2022-03-15,2022-03-15,2715.81,Delivered,0.0,True,14.0,2022-03,2022,Kuehne+Nagel,Multi,4.4,Switzerland,Long Beach,North America,0.83,High,Rotterdam,Europe,0.68,Medium,0.0,22.8,Long Beach → Rotterdam
SHP00267,P007,P004,C005,2022-07-28,2022-08-16,2022-08-16,4869.24,Delivered,0.0,True,19.0,2022-07,2022,DHL Global,Air,4.7,Germany,Busan,Asia Pacific,0.78,High,Los Angeles,North America,0.85,Critical,0.0,22.8,Busan → Los Angeles
SHP00268,P004,P001,C005,2023-01-22,2023-02-05,2023-02-05,2985.63,Delivered,0.0,True,14.0,2023-01,2023,DHL Global,Air,4.7,Germany,Los Angeles,North America,0.85,Critical,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,Los Angeles → Shanghai
SHP00269,P012,P011,C009,2022-08-11,2022-09-01,2022-09-01,4110.62,Delivered,0.0,True,21.0,2022-08,2022,Hapag-Lloyd,Ocean,4.0,Germany,Long Beach,North America,0.83,High,Tanjung Pelepas,Asia Pacific,0.6,Medium,1.0,24.6,Long Beach → Tanjung Pelepas
SHP00270,P004,P002,C008,2022-09-06,2022-09-23,2022-09-23,4238.46,Delivered,0.0,True,17.0,2022-09,2022,Kuehne+Nagel,Multi,4.4,Switzerland,Los Angeles,North America,0.85,Critical,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Los Angeles → Singapore
SHP00271,P005,P008,C008,2023-07-01,2023-07-14,2023-07-14,1273.23,Delivered,0.0,True,13.0,2023-07,2023,Kuehne+Nagel,Multi,4.4,Switzerland,Dubai (Jebel Ali),Middle East,0.74,Medium,Antwerp,Europe,0.65,Medium,0.0,11.3,Dubai (Jebel Ali) → Antwerp
SHP00272,P012,P008,C006,2022-07-28,2022-08-09,2022-08-09,1980.86,Delivered,0.0,True,12.0,2022-07,2022,FedEx Freight,Air,4.6,USA,Long Beach,North America,0.83,High,Antwerp,Europe,0.65,Medium,0.0,22.8,Long Beach → Antwerp
SHP00273,P012,P003,C001,2022-09-25,2022-10-09,2022-10-09,2569.83,Delivered,0.0,True,14.0,2022-09,2022,Maersk Line,Ocean,4.5,Denmark,Long Beach,North America,0.83,High,Rotterdam,Europe,0.68,Medium,1.0,29.3,Long Beach → Rotterdam
SHP00274,P007,P011,C004,2023-05-27,2023-06-14,2023-06-14,2967.34,Delivered,0.0,True,18.0,2023-05,2023,Evergreen Marine,Ocean,3.8,Taiwan,Busan,Asia Pacific,0.78,High,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,Busan → Tanjung Pelepas
SHP00275,P008,P012,C008,2023-04-17,2023-04-28,2023-04-28,2859.11,Delivered,0.0,True,11.0,2023-04,2023,Kuehne+Nagel,Multi,4.4,Switzerland,Antwerp,Europe,0.65,Medium,Long Beach,North America,0.83,High,1.0,25.7,Antwerp → Long Beach
SHP00276,P009,P012,C001,2023-06-21,2023-07-01,2023-07-01,2540.81,Delivered,0.0,True,10.0,2023-06,2023,Maersk Line,Ocean,4.5,Denmark,New York / NJ,North America,0.8,High,Long Beach,North America,0.83,High,0.0,22.8,New York / NJ → Long Beach
SHP00277,P001,P002,C007,2022-05-21,2022-06-10,2022-06-10,3538.88,Delivered,0.0,True,20.0,2022-05,2022,DB Schenker,Rail,4.2,Germany,Shanghai,Asia Pacific,0.92,Critical,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Shanghai → Singapore
SHP00278,P010,P012,C010,2023-05-10,2023-05-30,2023-05-30,1857.81,Delivered,0.0,True,20.0,2023-05,2023,COSCO Shipping,Ocean,3.6,China,Colombo,South Asia,0.55,Low,Long Beach,North America,0.83,High,0.0,22.8,Colombo → Long Beach
SHP00279,P001,P002,C009,2024-01-10,2024-01-24,2024-01-24,1515.91,Delivered,0.0,True,14.0,2024-01,2024,Hapag-Lloyd,Ocean,4.0,Germany,Shanghai,Asia Pacific,0.92,Critical,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Shanghai → Singapore
SHP00280,P003,P002,C002,2023-06-21,2023-07-13,2023-07-13,5666.08,Delivered,0.0,True,22.0,2023-06,2023,MSC,Ocean,4.3,Switzerland,Rotterdam,Europe,0.68,Medium,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Rotterdam → Singapore
SHP00281,P006,P005,C007,2022-03-22,2022-04-01,2022-04-01,2096.48,Delivered,0.0,True,10.0,2022-03,2022,DB Schenker,Rail,4.2,Germany,Hamburg,Europe,0.62,Medium,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Hamburg → Dubai (Jebel Ali)
SHP00282,P002,P012,C001,2022-04-06,2022-04-26,2022-04-26,4663.77,Delivered,0.0,True,20.0,2022-04,2022,Maersk Line,Ocean,4.5,Denmark,Singapore,Asia Pacific,0.71,Medium,Long Beach,North America,0.83,High,0.0,22.8,Singapore → Long Beach
SHP00283,P001,P004,C002,2023-05-27,2023-06-16,2023-06-16,4708.18,Delivered,0.0,True,20.0,2023-05,2023,MSC,Ocean,4.3,Switzerland,Shanghai,Asia Pacific,0.92,Critical,Los Angeles,North America,0.85,Critical,0.0,22.8,Shanghai → Los Angeles
SHP00284,P001,P005,C004,2024-06-07,2024-06-20,2024-06-20,1828.29,In Transit,0.0,True,13.0,2024-06,2024,Evergreen Marine,Ocean,3.8,Taiwan,Shanghai,Asia Pacific,0.92,Critical,Dubai (Jebel Ali),Middle East,0.74,Medium,1.0,33.0,Shanghai → Dubai (Jebel Ali)
SHP00285,P011,P005,C009,2023-08-01,2023-08-14,2023-08-15,2076.46,Delayed,1.0,False,14.0,2023-08,2023,Hapag-Lloyd,Ocean,4.0,Germany,Tanjung Pelepas,Asia Pacific,0.6,Medium,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Tanjung Pelepas → Dubai (Jebel Ali)
SHP00286,P012,P007,C002,2022-11-03,2022-11-19,2022-11-19,5035.77,Delivered,0.0,True,16.0,2022-11,2022,MSC,Ocean,4.3,Switzerland,Long Beach,North America,0.83,High,Busan,Asia Pacific,0.78,High,0.0,15.2,Long Beach → Busan
SHP00287,P011,P009,C006,2023-01-29,2023-02-14,2023-02-14,4940.42,Delivered,0.0,True,16.0,2023-01,2023,FedEx Freight,Air,4.6,USA,Tanjung Pelepas,Asia Pacific,0.6,Medium,New York / NJ,North America,0.8,High,0.0,7.5,Tanjung Pelepas → New York / NJ
SHP00288,P002,P008,C004,2024-05-08,2024-05-29,2024-05-29,6282.59,Delivered,0.0,True,21.0,2024-05,2024,Evergreen Marine,Ocean,3.8,Taiwan,Singapore,Asia Pacific,0.71,Medium,Antwerp,Europe,0.65,Medium,0.0,19.8,Singapore → Antwerp
SHP00289,P006,P001,C005,2024-03-13,2024-04-09,2024-04-09,5533.25,Delivered,0.0,True,27.0,2024-03,2024,DHL Global,Air,4.7,Germany,Hamburg,Europe,0.62,Medium,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,Hamburg → Shanghai
SHP00290,P011,P007,C002,2024-03-01,2024-03-20,2024-03-20,2090.14,Delivered,0.0,True,19.0,2024-03,2024,MSC,Ocean,4.3,Switzerland,Tanjung Pelepas,Asia Pacific,0.6,Medium,Busan,Asia Pacific,0.78,High,0.0,22.8,Tanjung Pelepas → Busan
SHP00292,P005,P009,C006,2024-02-19,2024-03-12,2024-03-12,3981.29,Delivered,0.0,True,22.0,2024-02,2024,FedEx Freight,Air,4.6,USA,Dubai (Jebel Ali),Middle East,0.74,Medium,New York / NJ,North America,0.8,High,0.0,22.8,Dubai (Jebel Ali) → New York / NJ
SHP00293,P009,P010,C009,2023-02-22,2023-03-05,2023-03-10,2950.2,Delayed,5.0,False,16.0,2023-02,2023,Hapag-Lloyd,Ocean,4.0,Germany,New York / NJ,North America,0.8,High,Colombo,South Asia,0.55,Low,0.0,25.0,New York / NJ → Colombo
SHP00294,P007,P001,C005,2023-02-28,2023-03-16,2023-03-16,3457.62,Delivered,0.0,True,16.0,2023-02,2023,DHL Global,Air,4.7,Germany,Busan,Asia Pacific,0.78,High,Shanghai,Asia Pacific,0.92,Critical,1.0,18.1,Busan → Shanghai
SHP00295,P004,P011,C009,2022-06-23,2022-07-13,2022-07-16,3136.56,Delayed,3.0,False,23.0,2022-06,2022,Hapag-Lloyd,Ocean,4.0,Germany,Los Angeles,North America,0.85,Critical,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,Los Angeles → Tanjung Pelepas
SHP00296,P005,P008,C005,2023-05-11,2023-05-25,2023-05-25,2166.18,Delivered,0.0,True,14.0,2023-05,2023,DHL Global,Air,4.7,Germany,Dubai (Jebel Ali),Middle East,0.74,Medium,Antwerp,Europe,0.65,Medium,0.0,14.7,Dubai (Jebel Ali) → Antwerp
SHP00297,P011,P008,C010,2023-09-24,2023-10-17,2023-10-17,4512.58,Delivered,0.0,True,23.0,2023-09,2023,COSCO Shipping,Ocean,3.6,China,Tanjung Pelepas,Asia Pacific,0.6,Medium,Antwerp,Europe,0.65,Medium,0.0,22.8,Tanjung Pelepas → Antwerp
SHP00298,P007,P006,C008,2022-12-09,2023-01-04,2023-01-04,6460.43,Delivered,0.0,True,26.0,2022-12,2022,Kuehne+Nagel,Multi,4.4,Switzerland,Busan,Asia Pacific,0.78,High,Hamburg,Europe,0.62,Medium,0.0,33.9,Busan → Hamburg
SHP00299,P003,P006,C006,2023-09-10,2023-09-23,2023-09-23,1877.17,Delivered,0.0,True,13.0,2023-09,2023,FedEx Freight,Air,4.6,USA,Rotterdam,Europe,0.68,Medium,Hamburg,Europe,0.62,Medium,0.0,22.8,Rotterdam → Hamburg
SHP00300,P011,P008,C010,2024-03-11,2024-04-03,2024-04-03,4681.51,Delivered,0.0,True,23.0,2024-03,2024,COSCO Shipping,Ocean,3.6,China,Tanjung Pelepas,Asia Pacific,0.6,Medium,Antwerp,Europe,0.65,Medium,0.0,22.8,Tanjung Pelepas → Antwerp
SHP00301,P006,P002,C010,2022-07-24,2022-08-22,2022-08-22,4149.53,Delivered,0.0,True,29.0,2022-07,2022,COSCO Shipping,Ocean,3.6,China,Hamburg,Europe,0.62,Medium,Singapore,Asia Pacific,0.71,Medium,0.0,22.2,Hamburg → Singapore
SHP00302,P012,P004,C008,2024-03-27,2024-04-10,2024-04-10,1917.31,Delivered,0.0,True,14.0,2024-03,2024,Kuehne+Nagel,Multi,4.4,Switzerland,Long Beach,North America,0.83,High,Los Angeles,North America,0.85,Critical,0.0,21.1,Long Beach → Los Angeles
SHP00303,P007,P012,C008,2022-05-23,2022-06-10,2022-06-10,3894.22,Delivered,0.0,True,18.0,2022-05,2022,Kuehne+Nagel,Multi,4.4,Switzerland,Busan,Asia Pacific,0.78,High,Long Beach,North America,0.83,High,0.0,22.8,Busan → Long Beach
SHP00304,P010,P008,C010,2023-02-15,2023-03-13,2023-03-13,4742.71,Delivered,0.0,True,26.0,2023-02,2023,COSCO Shipping,Ocean,3.6,China,Colombo,South Asia,0.55,Low,Antwerp,Europe,0.65,Medium,0.0,22.8,Colombo → Antwerp
SHP00305,P009,P001,C006,2023-12-20,2024-01-11,2024-01-11,4983.68,Delivered,0.0,True,22.0,2023-12,2023,FedEx Freight,Air,4.6,USA,New York / NJ,North America,0.8,High,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,New York / NJ → Shanghai
SHP00306,P003,P012,C010,2022-02-15,2022-03-01,2022-03-01,3010.05,Delivered,0.0,True,14.0,2022-02,2022,COSCO Shipping,Ocean,3.6,China,Rotterdam,Europe,0.68,Medium,Long Beach,North America,0.83,High,0.0,5.3,Rotterdam → Long Beach
SHP00307,P006,P008,C002,2022-01-11,2022-01-22,2022-01-22,2021.43,Delivered,0.0,True,11.0,2022-01,2022,MSC,Ocean,4.3,Switzerland,Hamburg,Europe,0.62,Medium,Antwerp,Europe,0.65,Medium,0.0,22.8,Hamburg → Antwerp
SHP00308,P008,P006,C007,2023-04-20,2023-05-10,2023-05-10,2563.03,Delivered,0.0,True,20.0,2023-04,2023,DB Schenker,Rail,4.2,Germany,Antwerp,Europe,0.65,Medium,Hamburg,Europe,0.62,Medium,1.0,22.4,Antwerp → Hamburg
SHP00309,P001,P009,C002,2022-10-30,2022-11-19,2022-11-19,3256.06,Delivered,0.0,True,20.0,2022-10,2022,MSC,Ocean,4.3,Switzerland,Shanghai,Asia Pacific,0.92,Critical,New York / NJ,North America,0.8,High,0.0,22.8,Shanghai → New York / NJ
SHP00310,P006,P009,C004,2023-06-18,2023-07-01,2023-07-01,1277.22,Delivered,0.0,True,13.0,2023-06,2023,Evergreen Marine,Ocean,3.8,Taiwan,Hamburg,Europe,0.62,Medium,New York / NJ,North America,0.8,High,0.0,22.8,Hamburg → New York / NJ
SHP00311,P008,P006,C002,2022-11-04,2022-11-14,2022-11-14,2508.29,Delivered,0.0,True,10.0,2022-11,2022,MSC,Ocean,4.3,Switzerland,Antwerp,Europe,0.65,Medium,Hamburg,Europe,0.62,Medium,0.0,22.8,Antwerp → Hamburg
SHP00312,P003,P005,C009,2022-06-28,2022-07-10,2022-07-11,1563.01,Delayed,1.0,False,13.0,2022-06,2022,Hapag-Lloyd,Ocean,4.0,Germany,Rotterdam,Europe,0.68,Medium,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Rotterdam → Dubai (Jebel Ali)
SHP00313,P004,P008,C003,2022-07-10,2022-07-25,2022-07-25,2384.79,Delivered,0.0,True,15.0,2022-07,2022,CMA CGM,Ocean,4.1,France,Los Angeles,North America,0.85,Critical,Antwerp,Europe,0.65,Medium,0.0,22.8,Los Angeles → Antwerp
SHP00314,P007,P008,C001,2023-12-23,2024-01-15,2024-01-15,5130.33,Delivered,0.0,True,23.0,2023-12,2023,Maersk Line,Ocean,4.5,Denmark,Busan,Asia Pacific,0.78,High,Antwerp,Europe,0.65,Medium,0.0,22.8,Busan → Antwerp
SHP00315,P002,P011,C002,2024-03-29,2024-04-16,2024-04-16,2024.52,Delivered,0.0,True,18.0,2024-03,2024,MSC,Ocean,4.3,Switzerland,Singapore,Asia Pacific,0.71,Medium,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,Singapore → Tanjung Pelepas
SHP00316,P009,P012,C006,2023-09-04,2023-09-20,2023-09-20,2955.33,Delivered,0.0,True,16.0,2023-09,2023,FedEx Freight,Air,4.6,USA,New York / NJ,North America,0.8,High,Long Beach,North America,0.83,High,0.0,22.8,New York / NJ → Long Beach
SHP00317,P008,P011,C003,2024-04-13,2024-05-13,2024-05-13,4487.33,In Transit,0.0,True,30.0,2024-04,2024,CMA CGM,Ocean,4.1,France,Antwerp,Europe,0.65,Medium,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,Antwerp → Tanjung Pelepas
SHP00318,P004,P006,C002,2022-07-07,2022-07-19,2022-07-19,2537.48,Delivered,0.0,True,12.0,2022-07,2022,MSC,Ocean,4.3,Switzerland,Los Angeles,North America,0.85,Critical,Hamburg,Europe,0.62,Medium,0.0,22.8,Los Angeles → Hamburg
SHP00319,P003,P011,C007,2023-03-10,2023-04-01,2023-04-01,6399.93,Delivered,0.0,True,22.0,2023-03,2023,DB Schenker,Rail,4.2,Germany,Rotterdam,Europe,0.68,Medium,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,Rotterdam → Tanjung Pelepas
SHP00320,P003,P009,C005,2022-05-24,2022-06-04,2022-06-04,2102.94,Delivered,0.0,True,11.0,2022-05,2022,DHL Global,Air,4.7,Germany,Rotterdam,Europe,0.68,Medium,New York / NJ,North America,0.8,High,0.0,22.8,Rotterdam → New York / NJ
SHP00321,P006,P001,C008,2022-05-20,2022-06-12,2022-06-12,6168.13,Delivered,0.0,True,23.0,2022-05,2022,Kuehne+Nagel,Multi,4.4,Switzerland,Hamburg,Europe,0.62,Medium,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,Hamburg → Shanghai
SHP00322,P007,P009,C008,2022-06-21,2022-07-06,2022-07-06,4353.72,Delivered,0.0,True,15.0,2022-06,2022,Kuehne+Nagel,Multi,4.4,Switzerland,Busan,Asia Pacific,0.78,High,New York / NJ,North America,0.8,High,0.0,24.1,Busan → New York / NJ
SHP00323,P001,P006,C004,2023-07-05,2023-07-29,2023-08-01,4957.59,Delayed,3.0,False,27.0,2023-07,2023,Evergreen Marine,Ocean,3.8,Taiwan,Shanghai,Asia Pacific,0.92,Critical,Hamburg,Europe,0.62,Medium,0.0,22.8,Shanghai → Hamburg
SHP00324,P002,P011,C002,2022-10-02,2022-10-20,2022-10-20,1610.54,Delivered,0.0,True,18.0,2022-10,2022,MSC,Ocean,4.3,Switzerland,Singapore,Asia Pacific,0.71,Medium,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,22.8,Singapore → Tanjung Pelepas
SHP00325,P001,P009,C009,2022-08-12,2022-09-01,2022-09-02,4316.37,Delayed,1.0,False,21.0,2022-08,2022,Hapag-Lloyd,Ocean,4.0,Germany,Shanghai,Asia Pacific,0.92,Critical,New York / NJ,North America,0.8,High,0.0,22.8,Shanghai → New York / NJ
SHP00326,P008,P005,C006,2024-06-01,2024-06-15,2024-06-15,2200.78,In Transit,0.0,True,14.0,2024-06,2024,FedEx Freight,Air,4.6,USA,Antwerp,Europe,0.65,Medium,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,31.2,Antwerp → Dubai (Jebel Ali)
SHP00327,P004,P005,C010,2023-12-07,2023-12-30,2023-12-30,4193.45,Delivered,0.0,True,23.0,2023-12,2023,COSCO Shipping,Ocean,3.6,China,Los Angeles,North America,0.85,Critical,Dubai (Jebel Ali),Middle East,0.74,Medium,3.0,55.5,Los Angeles → Dubai (Jebel Ali)
SHP00328,P004,P001,C010,2022-12-26,2023-01-17,2023-01-26,3906.39,Delayed,9.0,False,31.0,2022-12,2022,COSCO Shipping,Ocean,3.6,China,Los Angeles,North America,0.85,Critical,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,Los Angeles → Shanghai
SHP00329,P012,P005,C005,2023-08-10,2023-09-01,2023-09-01,5715.66,Delivered,0.0,True,22.0,2023-08,2023,DHL Global,Air,4.7,Germany,Long Beach,North America,0.83,High,Dubai (Jebel Ali),Middle East,0.74,Medium,0.0,22.8,Long Beach → Dubai (Jebel Ali)
SHP00330,P007,P001,C005,2024-06-06,2024-06-26,2024-06-26,2762.38,In Transit,0.0,True,20.0,2024-06,2024,DHL Global,Air,4.7,Germany,Busan,Asia Pacific,0.78,High,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,Busan → Shanghai
SHP00331,P006,P004,C007,2023-05-17,2023-05-28,2023-05-28,1827.41,Delivered,0.0,True,11.0,2023-05,2023,DB Schenker,Rail,4.2,Germany,Hamburg,Europe,0.62,Medium,Los Angeles,North America,0.85,Critical,1.0,33.1,Hamburg → Los Angeles
SHP00332,P002,P008,C009,2024-02-07,2024-03-02,2024-03-02,6580.2,Delivered,0.0,True,24.0,2024-02,2024,Hapag-Lloyd,Ocean,4.0,Germany,Singapore,Asia Pacific,0.71,Medium,Antwerp,Europe,0.65,Medium,0.0,22.8,Singapore → Antwerp
SHP00333,P008,P006,C010,2022-01-03,2022-01-14,2022-01-14,2219.47,Delivered,0.0,True,11.0,2022-01,2022,COSCO Shipping,Ocean,3.6,China,Antwerp,Europe,0.65,Medium,Hamburg,Europe,0.62,Medium,0.0,22.8,Antwerp → Hamburg
SHP00334,P009,P007,C004,2023-03-16,2023-04-02,2023-04-02,2824.45,Delivered,0.0,True,17.0,2023-03,2023,Evergreen Marine,Ocean,3.8,Taiwan,New York / NJ,North America,0.8,High,Busan,Asia Pacific,0.78,High,0.0,22.8,New York / NJ → Busan
SHP00335,P009,P011,C003,2023-08-03,2023-08-24,2023-08-24,4489.42,Delivered,0.0,True,21.0,2023-08,2023,CMA CGM,Ocean,4.1,France,New York / NJ,North America,0.8,High,Tanjung Pelepas,Asia Pacific,0.6,Medium,0.0,26.6,New York / NJ → Tanjung Pelepas
SHP00336,P008,P001,C002,2024-05-28,2024-06-19,2024-06-19,3679.52,Delivered,0.0,True,22.0,2024-05,2024,MSC,Ocean,4.3,Switzerland,Antwerp,Europe,0.65,Medium,Shanghai,Asia Pacific,0.92,Critical,0.0,22.8,Antwerp → Shanghai
SHP00337,P012,P003,C005,2022-06-12,2022-06-28,2022-06-28,2179.07,Delivered,0.0,True,16.0,2022-06,2022,DHL Global,Air,4.7,Germany,Long Beach,North America,0.83,High,Rotterdam,Europe,0.68,Medium,2.0,67.9,Long Beach → Rotterdam
SHP00338,P011,P003,C001,2023-02-10,2023-03-12,2023-03-12,5689.7,Delivered,0.0,True,30.0,2023-02,2023,Maersk Line,Ocean,4.5,Denmark,Tanjung Pelepas,Asia Pacific,0.6,Medium,Rotterdam,Europe,0.68,Medium,1.0,6.6,Tanjung Pelepas → Rotterdam
SHP00340,P012,P006,C002,2024-05-30,2024-06-12,2024-06-12,3373.13,In Transit,0.0,True,13.0,2024-05,2024,MSC,Ocean,4.3,Switzerland,Long Beach,North America,0.83,High,Hamburg,Europe,0.62,Medium,0.0,22.8,Long Beach → Hamburg
SHP00341,P012,P002,C002,2022-11-17,2022-12-06,2022-12-06,3090.09,Delivered,0.0,True,19.0,2022-11,2022,MSC,Ocean,4.3,Switzerland,Long Beach,North America,0.83,High,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Long Beach → Singapore
SHP00342,P011,P003,C002,2023-06-28,2023-07-27,2023-07-29,4939.65,Delayed,2.0,False,31.0,2023-06,2023,MSC,Ocean,4.3,Switzerland,Tanjung Pelepas,Asia Pacific,0.6,Medium,Rotterdam,Europe,0.68,Medium,0.0,11.6,Tanjung Pelepas → Rotterdam
SHP00343,P012,P004,C003,2023-02-26,2023-03-17,2023-03-17,3344.93,Delivered,0.0,True,19.0,2023-02,2023,CMA CGM,Ocean,4.1,France,Long Beach,North America,0.83,High,Los Angeles,North America,0.85,Critical,0.0,22.8,Long Beach → Los Angeles
SHP00344,P010,P007,C006,2023-03-16,2023-03-23,2023-03-23,1287.13,Delivered,0.0,True,7.0,2023-03,2023,FedEx Freight,Air,4.6,USA,Colombo,South Asia,0.55,Low,Busan,Asia Pacific,0.78,High,0.0,22.8,Colombo → Busan
SHP00345,P004,P010,C010,2023-09-07,2023-09-26,2023-09-26,4097.97,Delivered,0.0,True,19.0,2023-09,2023,COSCO Shipping,Ocean,3.6,China,Los Angeles,North America,0.85,Critical,Colombo,South Asia,0.55,Low,0.0,22.8,Los Angeles → Colombo
SHP00346,P004,P010,C010,2023-06-06,2023-06-19,2023-06-19,2394.01,Delivered,0.0,True,13.0,2023-06,2023,COSCO Shipping,Ocean,3.6,China,Los Angeles,North America,0.85,Critical,Colombo,South Asia,0.55,Low,0.0,22.8,Los Angeles → Colombo
SHP00347,P004,P009,C007,2022-04-26,2022-05-09,2022-05-09,1421.63,Delivered,0.0,True,13.0,2022-04,2022,DB Schenker,Rail,4.2,Germany,Los Angeles,North America,0.85,Critical,New York / NJ,North America,0.8,High,0.0,22.8,Los Angeles → New York / NJ
SHP00348,P006,P003,C007,2024-05-31,2024-06-19,2024-06-19,2464.74,In Transit,0.0,True,19.0,2024-05,2024,DB Schenker,Rail,4.2,Germany,Hamburg,Europe,0.62,Medium,Rotterdam,Europe,0.68,Medium,0.0,22.8,Hamburg → Rotterdam
SHP00349,P002,P001,C010,2022-03-11,2022-03-21,2022-03-25,2690.08,Delayed,4.0,False,14.0,2022-03,2022,COSCO Shipping,Ocean,3.6,China,Singapore,Asia Pacific,0.71,Medium,Shanghai,Asia Pacific,0.92,Critical,0.0,27.9,Singapore → Shanghai
SHP00350,P011,P009,C007,2023-03-10,2023-03-30,2023-04-01,4098.93,Delayed,2.0,False,22.0,2023-03,2023,DB Schenker,Rail,4.2,Germany,Tanjung Pelepas,Asia Pacific,0.6,Medium,New York / NJ,North America,0.8,High,0.0,22.8,Tanjung Pelepas → New York / NJ
SHP00351,P005,P002,C005,2022-03-22,2022-04-03,2022-04-03,3023.35,Delivered,0.0,True,12.0,2022-03,2022,DHL Global,Air,4.7,Germany,Dubai (Jebel Ali),Middle East,0.74,Medium,Singapore,Asia Pacific,0.71,Medium,0.0,22.8,Dubai (Jebel Ali) → Singapore
